Waste transfer destination - factory,Waste transfer destination - unknown,Entity  handling waste collection - federation of municipalities,Town,refArea,Existence of sewage network by type - open-pit,Existence of waste sorting and recycling - exists,Waste transfer destination - internal dumpsite,Observation URI,Entity  handling waste collection - municipality,Entity  handling waste collection - private company,Waste transfer destination - sanitary landfill,Existence of sewage network by type - septic tank,publisher,dataset,Entity  handling waste collection - other,references,Waste transfer destination - external dumpsite,Existence of sewage network by type - public sewage,Existence of sewage treatment station - exists 
0,0,0,Aamayer,https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aamayer,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Aamchit,http://dbpedia.org/resource/Byblos_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aamchit,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,1
0,0,0,Aammatour,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aammatour,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Aammiq Ech-Chouf,http://dbpedia.org/resource/Western_Beqaa_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aammiq+Ech-Chouf,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Aana,http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aana,1,0,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,1,Aandqet,https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aandqet,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Aanjar (Haouch Moussa),http://dbpedia.org/resource/ZahlÃ©_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aanjar+%28Haouch+Moussa%29,1,0,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,1,0,Aanout,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aanout,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,1,Aanqoun,http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aanqoun,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,1
0,0,1,Aaouaainat Aakkar,https://dbpedia.org/page/Akkar_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaouaainat+Aakkar,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aaqabet Rachaya,https://dbpedia.org/page/Beqaa_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaqabet+Rachaya,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aaqaibeh Kesrouane,http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaqaibeh+Kesrouane,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Aaqtanit,http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaqtanit,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Aarab Ej-Jall,http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aarab+Ej-Jall,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aarab Salim,https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aarab+Salim,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Aarab Tabbaya,http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aarab+Tabbaya,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aaraiya,http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaraiya,0,0,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Aaramoun Kesrouane,http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaramoun+Kesrouane,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aaramta,https://dbpedia.org/page/South_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaramta,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,1,1,Aaray,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaray,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Aarbaniyeh,http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aarbaniyeh,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aarbet Qozhaiya,http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aarbet+Qozhaiya,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,1,0,Aarjis,http://dbpedia.org/resource/Zgharta_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aarjis,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Aarqa,https://dbpedia.org/page/Akkar_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aarqa,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Aarsal,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aarsal,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aassoun,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aassoun,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Aatchaneh,http://dbpedia.org/resource/Matn_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aatchaneh,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,1
1,0,0,Aathrine,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aathrine,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Aaychiyeh,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaychiyeh,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aayha,https://dbpedia.org/page/Beqaa_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aayha,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Aaymar,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaymar,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Aaynab,http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaynab,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,1,Aaynata Baalbek,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaynata+Baalbek,0,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Aaynata Bent Jbeil,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaynata+Bent+Jbeil,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aayoun Aakkar,https://dbpedia.org/page/Akkar_Governorate,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aayoun+Aakkar,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Aayoun El-Ghizlane,https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aayoun+El-Ghizlane,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aayoun El-Matn,http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aayoun+El-Matn,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Aayroun,http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aayroun,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Aayta Ech-Chaab,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aayta+Ech-Chaab,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aayta El-Foukhar,https://dbpedia.org/page/Beqaa_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aayta+El-Foukhar,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
0,0,0,Aaytanit,http://dbpedia.org/resource/Western_Beqaa_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaytanit,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aaytat,http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaytat,0,1,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Aaytit,http://dbpedia.org/resource/Tyre_District,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aaytit,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,1
1,0,1,Aazour,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aazour,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Aazqai,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aazqai,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Aazra ouel Aazr,http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aazra+ouel+Aazr,0,1,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Aazzi,https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aazzi,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Ablah,http://dbpedia.org/resource/ZahlÃ©_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ablah,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Abou Mizan,http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Abou+Mizan,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Abou Qamha,http://dbpedia.org/resource/Hasbaya_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Abou+Qamha,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Adma Oua Dafine,http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Adma+Oua+Dafine,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Adonis,http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Adonis,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Afqa Jbeil,http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Afqa+Jbeil,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Ain Aakrine,https://dbpedia.org/page/North_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ain+Aakrine,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,1,1,0
0,0,0,Aintoura El-Matn,http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aintoura+El-Matn,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,0,Aintoura Kesrouane,http://dbpedia.org/resource/Keserwan_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aintoura+Kesrouane,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Aintourine,http://dbpedia.org/resource/Zgharta_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aintourine,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Aitaroun,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Aitaroun,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Alaq,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Alaq,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Almat,http://dbpedia.org/resource/Byblos_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Almat,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0,0
0,0,0,Amara,https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Amara,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,1,0
1,0,0,Amioun,https://dbpedia.org/page/North_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Amioun,1,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Anane,https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Anane,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
1,0,1,Ansar,https://dbpedia.org/page/Nabatieh_Governorate,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ansar,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Ansar Baalbeck,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ansar+Baalbeck,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Antelias-Naccache,http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Antelias-Naccache,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,1,Arnoun,https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Arnoun,1,0,1,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Arsoun,http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Arsoun,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,1
1,0,1,Arzai,http://dbpedia.org/resource/Sidon_District,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Arzai,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Arzoun,http://dbpedia.org/resource/Tyre_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Arzoun,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,1,0,Asnoun,http://dbpedia.org/resource/Zgharta_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Asnoun,0,0,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,1,https://impact.cib.gov.lb/home#open_data_section,0,1,0
0,0,0,Assia,http://dbpedia.org/resource/Batroun_District,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Assia,1,0,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0,0
0,0,0,Ayto,http://dbpedia.org/resource/Zgharta_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Trash_and_Sewage-Ayto,0,1,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Trash_and_Sewage-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1,0
